sentiment,text
neg,เด็ก5ขวบยังดูออกเลยมั้งว่าเป็นตร. จะเข้าข้างกันเองไปถึงไหน จับจาก ประชาชนไป ก็เอาไปขาย เอาไปใช้กันเอง
neg,เดินทางมาจากเกาะสมุย กะว่าจะมากินไข่หวานที่ hot pot central หาดใหญ่ให้เต็มอิ่ม ดันไม่มีให้กิน เศร้าใจ
neg,ทำไมเเพ้ innisfree วนว. เป็นพรีเซนเตอร์ก็ซื้อมาเยอะเลย ทำไมทำกับเราเเบบนี้ หน้าลอก สิวขึ้นอีก ดีจริมๆ
neg,แบบนี้เรียก กรรโชคทรัพย์คับ กักขังหน่วงเหนี่ยวอีก พวกอปภร พวกเกาะอ่อนเนียแม่งต้องเจอจิงๆสักที โมโหแทน
neg,เป็นเมนทีนี่เสียเวลาชิบหาย ไร้ประโยชน์ ปวดท้อง เปลืองเงินซื้อผ้าอนามัย เปลืองเกงใน หงุดหงิดอีก ข่ดแมง
neg,ภาพเนื้อหมูบาบิก้อนติดตามากเลยอะ แอบทำให้รู้สึกไม่ค่อยอยากกินปิ้งย่าง ชาบูใดๆไปเลยช่วงนี้ ขอทำใจ 🤢💔
neg,มีเคส ประจานความห่วยของ พรบ.+กฏหมายละ ดังซะด้วย ไม่กี่ชั่วโมง นี่ออกโพสต์หลายเพจเลย อาจจะเป็นโอกาส...
neg,รู้ ก็เลยมาเปรยๆให้โตโยต้ามันออกเเบบมุมโคมให้มันดีๆหน่อย ตัวอื่นไฟเเรงกว่าสูงกว่าไม่เห็นเเยงตาซั้กคัน
neg,เรียกเบียร์ปลอมได้เลยอ่ะ แบบรสกลิ่นซ่า คล้ายๆ แต่รวมๆแล้วเหี้ยอ่ะ ราคาป๋องนี้
neg,วันนี้มันวันเอ็มเคปะสัส คนรอเป็นแสน ซึ่งกูคือหนึ่งในนั้น หิวว้อยยยย หัวร้อนสนสสาาห่่ๆเหเเเฟเๆ้้ๆัไ้ัไ
neg,สองวันมาแล้วเน็ตอืดมากครับ แล้วก็หลุดบ่อยมากครับ ผมสมัคร1เมก30วันปกติมันแรงกว่านี้แล้วไม่ค่อยหลุดด้วย
neg,สั่งแมค ไก่วิงค์6 นักเก็ต6 เบอร์เกอร์1 เฟรนฟรายจัมโบ้1 แต่ได้ซอสแค่ มะเขือเทศ2ซอง กับพริก2ซองเด้อ ;_;
neg,สื่อเมิน!!! พ่อค้าผักแฉกระบะค่ายดัง Revo เอาเกียร์ Vigo มาใส่!
neg,อ้วกไม่พอ ท้องเสียอีกจร้าาาาา ออกทั้งบนทั้งล่าง กุว่าไม่ใช่เพราะบาคาดี้ละ เป็นเพราะกุแดกเยอะเนี่ยแหละ
neg,อ่านแล้วพอเข้าใจเหตุผลครับ แต่ก็แสดงว่า มาสด้าผลิต เครื่องยนต์ และนำ้มันเครื่องได้ มาตรฐานแค่นี้ !!??
neg,อีเหี้ยย วาสนาจะได้ขับ mazda 2 คือล่มละ อีช่างแม่งรื้อรถออกมาตรวจสภาพแล้วประกอบกลับไม่ได้อะ หนังหีมาก
neg,#YedtalksXHeineken นี่คือแบบบัดซบมาก นี่มันกูนี่ นั่นก็กูนี่ มันคือ TED Talk เวอร์ชั่นฮาร์ดคอร์ 😂😂😂
neg,ciaz แม่ง ก๊อปบอดี้ city ี้มาทั้งคัน ไอ้ yaris ativ. ก็พยายามให้ไฟท้ายคล้าย mazda2 ทำไมไม่ออกแบบเองว่ะ
neg,the face shop เคยลองแล้วไม่ค่อยชอบเท่าไหร่ง่ะ แต่แล้วแต่สูตรด้วยมั้ง
neg,ความโง่คือปกติก็ใช้แป้งเจ้านางเบอร์02อยู่ละแล้ววันนี้ไปซื้อเสือกซื้อ03มาคือไรรรรรรรรรห้ะะะะะะะง่าววววว
neg,คือกูเกลียดเบียร์ช้างอ่ะ เป็นเบียร์ที่ควรลบออกไปจากประเทศนี้แต่ทำไมเพื่อนๆชอบกิน น้องอึดอัดใจเวลาไปตี้
neg,ชอบนะบาบีก้อนอ่ะ แต่ไม่ค่อยอยากกินหรอกแพง พีคสุดก็ตอนนี้ที่เห็นในทวิตมีพยาธิอีก จบแล้วชีวิต ไม่ไหวแล้ว
neg,ชุบเยอะขัดเยอะเพลีย#มอดส์ก็จะเหนื่อยๆหน่อย#ถึงเวลารวมพลชาวมอดส์เสาร์นี้
neg,ดีแม็กไม่มีสักรุ่นครับ ยกเว้นตัวท็อปยกสูงที่มีมาให้ งกจริงๆ ผมใช้ยกสูง4ประตูรองท็อปยังไม่มีพับไฟฟ้าเลย
neg,เดี๋ยวนี้น้ำซุปบาร์บีคิวรสชาติจืด หมูก็เนื้อบางย่างแล้วแข็งๆ พิกล เมื่อวานเพิ่งไปกินมานะ ผิดหวังหน่อยๆ
neg,ตอนแดกเอ็มเคก็เปิดไฟเบาสุดอ่ะ ควันมันดูไม่ค่อยมีละเลยเอาช้อนตักน้ำซุปกินเลย อิเหี้ยย ปากพอง โง่มาก ริบ
neg,ตอนนี้ผมว่าไม่น่าจะเกี่ยวกับหมอแก่ๆและเพราะผมว่าน่าจะเปนรัฐมากกว่าที่ยังกลัวเสียผลประโยชน์กัวยาสูบเจ๋ง
neg,ตั้งแต่ข่าวตัวตือในหมูหรือเนื้อที่บาบีก้อน ข้าก็ไม่เคยนึกอยากกินอีกเลย ทั้งที่เมื่อก่อนชอบมาก 😭😭😭😭
neg,ติ่งโต้ ต้องมาแขวะ ที่สามแล้ว ทั้งที่ตัวเองเป็นที่หนึ่งมาตลอด 555555 ยอดขายเค้าเพิ่มกัน แต่รีโว่ ลด 55
neg,แต่ตอนนี้ลังเลละเนี่ย มีคนบอกลังโคมดีกว่านาร์ส ซึ่งลังโคมมันก็ดีจิงๆนั่นแหละ ซื้อมาสองปีละยังใช้ไม่หม…
neg,ถ้าไม่มีคนขาย ก็ไม่มีคนซื้อแน่นอน. ไม่ไปจับต้นเหตุ แต่กลับมาจับที่ปลายเหตุ งง ตามตลาดนี่ ขายกันเกลื่อน
neg,ถึงได้บอกไง ว่าผมไม่เข้าใจเลยว่า Nissan ไทย กำลังตั้งใจทำอะไรกันอยู่ จะปลุกปั้นก็ไม่ใช่ จะแก้ไขก็ไม่ทำ
neg,ทำแฟลชเซลล์ในเว็บshopee เหลือ290 ซึ่งก็ยังแพงอยู่ไม่บอกรายละเอียดอะไร สุดท้ายส่งของอีกสามเดือนหมดอายุ…
neg,นี้คือ อาการแพ้ หงษ์ทอง จนอายุ 26 ปี พึ่งจะมามีอาการ ?? กินแค่ แก้ว สองแก้วเองนะ ##ผื่นคันแดงตรงหน้าอก
neg,แนะนำอินนิสฟรีเหมือนกันค่ะ แต่ราคาอาจแพงหน่อย ถ้าอยากลองก่อนว่าจะแพ้ไหม แนะนำลองซื้อเทสเตอร์มาลองก่อน…
neg,ในส่วนของอาการแพ้แอลกอฮอล์นั้นนนนนนนไม่เคยเป็นและไม่คิดว่าจะหนักขนาดนี้เล๊ยยยยยยยยย
neg,บ้าไปแล้วจอยลดา นิยายเรื่องนึงชั้นต้องซื้อ4000เลยหรอ แพงกว่าซื้อหนังสือสิบเท่า นี่มันสมเหตุสมผลแล้วหรอ
neg,ไปๆมาๆเหมือนจาชอบคอนชีลเล่อ บนฟมากกว่าของนาร์สอะ เกลี่ยง่ายกว่ากันเยอะเรย เห้อ เซ็ง ไม่น่าซื้อหมั่ยเรย
neg,เพื่อนเราก็มีค่ะ นางอยากใช้พวก3ce mac แต่ไม่มีงบก็ไปซื้อของก๊อปตลาดนัด เราก็ได้แต่อึ้ง พูดอะไรไม่ได้55
neg,เมื่อไหร่เขาจะมาตอบวะ bbq plaza อะ แกว่าเขาจะตอบมะ??? หรือเขาจะคิดว่า ก็กูไม่ได้บอกว่ามีแปลว่าไม่มี???
neg,ยุคยุโรปใช้ดาบ อะไรที่แปลกใหม่ไม่เข้าใจ สิ่งที่พวกฝรั่งอ้างอิงคือศาสนา ถ้าอธิบายไม่ได้ มันจะถูกจับเผา☺
neg,เราก็รู้สึกเหมือนกัน กินได้แต่เนสเล่ คริสตัลนี่ยังพอกินได้ถ้าไม่เย็น แต่สิงห์คือไม่โอเคเลย 55555555555
neg,ลิปอินนิสฟรีสีาวยจริง พวกชมพูอ่อน ๆ อ้ะ แต่เห็นราคาและกุเดินออกจากร้านแทบไม่ทัน เงินพอแค่ซื้อโฟมอ้ะค่ะ
neg,สงสารนางนะ เจอบุหรี่ไฟฟ้าก็ยึดไปดิ ปรับเงินไรก็ว่าไป นี่ยึดรถ ขังนางอีก ทำอย่างกับไปฆ่าคนตาย ปัญญาอ่อน
neg,สปายรสพีชคือเลวร้ายอ่ะรสชาติน้ำป้าเช็ง ไม่น่าเห็นแก่พีชเลยพวกแอลกอฮอล์อะไรพีชๆควรกินของเกาหลี ญป.จริงๆ
neg,ไหนบอกจะไม่เปลี่ยนไป ทำไมถึงเป็นแบบนี้ บอกว่าไม่ห่อตัวไม่ซึมเปื้อน คือมึงห่อตัวไงไอ้ผ้าอนามัย #มุกควาย
neg,อยากให้สาขาโรบินสันสมุทรปราการมีการเติมซูชิหน่อยคับไปทานมา 3 ครั้งพอซูชืหมดไม่ค่อยมีการเติมสักเท่าไหร่
neg,อีโซฟีสีแดงนี่มึงเลิกเรียกตัวเองว่าผ้าอนามัยเถอะ แถบกาวนี่แห้งยิ่งกว่าทุ่งนาหน้าร้อน อีควาย!!!! 😡😡😡
neg,─ ╱ 🐻╱♡̷ MK นี่ชอบกินจังเปลี่ยนบ้างก็ได้ !!! เบื่อสุกี้แล้วเบื่อเป็ดย่างด้วยแต่ไม่เบื่อเตงนะคะ อิ _ อิ
neg,๕๕๕๕๕ เราแค่ไปกินบาบีก้อนก็คีบอุด้งหล่น น้ำกระเซ็น โอ๊ยยย /มองคนนั่งตรงข้าม กระดาษรองเขายังสะอาดอยู่เลบ
neg,Fortuner ครับขอร้องล้ะ ตอนกลางคืนอย่าขับรถตามตูดกูเลย #แสบตาโว้ยยยยยย #รถกูมันคันน้อย #ลำแสงแห่งฟอร์จูน
neg,Kiehl’s เคยกัดฟันซื้อมา แล้วเอามาทาขาอ่ะ คือแบ่บบบ ทั้งเปลืองทั้งแพง ผลลัพธ์ไม่แน่ใจยังไม่เคยใช้กับหน้า
neg,"Mก็ของซีพี,ส่วนCนี่ก็ของเบียร์ช้าง สรุปว่าต้องซื้อแพงแต่ขายถูก งั้นยกปท.ให้2ตัวนี้ปกครองเลยดีมั้ย🐃🐃🐃"
neg,กูเบื่อเอ็มเค คือตอนนี้เหมือนบ้านหลังที่สองเมื่อวานก็ไป พน.ยังจะไปอีกหรอ ?!?!? พ่อคะะะขอที่อื่นบ้างงงงง
neg,ขโมยน้ำซุปไปทำแดกเองได้ป่ะ อิห่าเซ็ทหมูแพงเกิ๊น เพื่อนกูก็เป็นเจ้าของลูกชิ้นเอ็มเคสั่งถูกๆแดกได้ 😂😂😂
neg,เขากินแบล็คกูกินแสงโสมว่ากูจน เขาเดือนนึงกินครั้งของกูกินทุกวัน ลองพวกกูแดกเหล้าเดือนละครั้งดูสิจ้ะ5555
neg,เค้าก็จะบอกเราเสมอว่า มันผิดเพราะมันไม่ได้เสียภาษีและเค้าไม่ยอมให้เสียภาษีทั้งที่พวกเรายินดียอมเสียภาษี
neg,จะโทษใคร ก็ต้องโทษ ตัวเองนั่นแหล่ะ เห็นว่าเนื้อไม่สวยก็ไม่ควรเสริฟให้ลูกค้าแล้ว คนดีแก้ไข คนอะไร แก้ตัว
neg,ซื้อแผ่นแปะอินนิสฟรีมาลอง ทิ้งไว้คืนนึง เพราะเขาบอก 8-12 ชม. ไม่ยุบแฮะ.... อาจจะต้อวใช้อีกแผ่น //มองฟ้า
neg,ทัก inbox ไปทำไมไม่ตอบละค่ะ ซื้อ green tea seed serum สาขาเซ็นทรัล เวสเกต แต่ได้ของแถมไม่ครบ คืออะไรค่ะ
neg,ท่านกล่าวได้ถูกต้องมากในส่วนสุดท้ายเรื่องโฆษกสำนักงานตำรวจ เรื่องนี้มันดังจนเป็นข่าวใครเลยจะยอมเสียหน้า
neg,เบื่อ ชนช้าง อ้างว้าง ดื่มสิง โดนทิ้ง เฮเน้เก้น โดนเทเป็นว่าเล่น เเดกลีโอ🍹🍸🍺🍻🥃😫 #รอเวลาเดินข้ามปี
neg,ปกตินั่งแต่มิวเอ็กจะเหยียดขายังไงก็ได้พอมานั่งซีวิคแล้วแปลกๆหัวก็ไม่ได้ติดนะแต่รู้สึกรถคับแคบไปหมดเลย😂
neg,เป็นคนหน้ามันมากๆค่ะ หาตัวอื่นใช้ก็คุมมันไม่อยู่เลย😭 เห็นตัวนี้มีรีวิวเยอะมาก รวมไปถึงของอินนิสฟรีตัว…
neg,ผมไม่เคยเจอปัญหานี้เลย ไม่ว่าจะเป็น มิตซู โตโยต้า ฮอนด้า เพราะผมดับเครื่องเวลาเติมน้ำมันทุกครั้ง 😆😆😆
neg,ผ้าอนามัยแบบเย็นอะเย็นดีจริง กลิ่มก็หอมสดชื่น แต่ไม่ชอบตรงมันเหมือนติดผิวหนัง ล้างออกยาก ลื่นๆบอกไม่ถูก
neg,ฝากผู้บริหารใจถึงหน่อยมาสด้า 6 มาได้แล้วลองสำรวจดูก็ได้คนให้ความสนใจเยอะมากไม่เอาส่วนแบ่งการตลาดหน่อยรึ
neg,"มายก้อด ลุงซื้อครีมของยูเซอรีน(อ่านงี้มั้ง) มาให้ เสียไป 9,000 ซื้อไรมาพ่อคุณ5555555 ช้อปแหลกหรอคะ55555"
neg,ไม่เกี่ยวกะดัดดาน เพราะคนไม่ได้เดือดร้อนอะไร ถ้าแกไม่สูบตั้งแต่แรกจนติดก้ไม่ต้องมานังเดือดร้อนงี้ป้ะโก้
neg,ย้ายมา sephora ลิปจิ้มจุ่มเนื้อ matte metal ติดทน ไม่ต้องเช็ค แต่ปากจะแห้งมาก นี่เคยลอง สีสวยแต่มิชอบบ…
neg,รถดี แต่ค่าบำรุงรักษา ค่าซ่อม ค่าอะไหล่ แพงหูฉี่ และคนไทยไม่นิยม สู้ฮอนด้า โตโยต้า ไม่ได้ ดี ทน ทันสมัย
neg,ระเบิดปรมณูลงทรู หรืออย่างไร เน็ตหลุดกระจาย ตั่งแต่เช้า โทรไปถาม บอกว่าจะแก้ไขเสร็จตอนตีหนึ่ง บ้าหรือไง
neg,"สำหรับเรา เครื่องสำอางแปลกๆที่ขายตาม FB, IG ราคาแพงนะคะ แพงกว่า OP, the face shop บลาๆ ที่มีมาตรฐานรับ…"
neg,สิงห์ที่มินิมาร์ทใต้คอนโดหมดตลอดเลย กินมิเนเร่ก็ปวดหัว คริสตัลกินได้แต่ไม่มี ต้องแบกออร่าแทนตลอด แพง 😭
neg,หอม wheat พี่ แต่จืด ก็คล้ายเบียร์ยูอะแหละ ขมนิดเดียว นุคาดหวังมาก สิงห์ก็ทำดีแหละ แต่นุเฉยๆนิ แล้วแต่…
neg,อย่าลืมไปเปลี่ยนเอากะทะแบล๊คดาร์ก้อนออกด้วยนะคะ ที่สาขาลาดพร้าว กินเหมือนไม่ได้กิน หมูติดกะทะไปหมด เห่อ
neg,2 ล้านล้านไม่คำนึงเศรษฐกิจพอเพียง อีเหี้ย แพรากอนนี่พอเพียงมาก ธุรกิจของสำนักงานทรัพย์สิน พอเพียงมากสินะ
neg,10 ขายไม่ดีอย่างที่คิด ดีลเลอร์อเมริกาเป็นกังวล
neg,กูไม่ดื่มสุรา มึงจะมาคิดเบียร์ลีโอ100กว่าบาทให้กูได้ไง อีเวนอีเซเว่นแถวบ้าน รอกูซื้อได้กูจะมั่ยด่ามึงค่า
neg,ขาเข้าส่วนใหญ่​ ศุลกากรเค้าสแกนแต่กระเป๋าใบใหญ่​ที่เราช็อปปิ้งมา เราใส่ในเป๋ากางเกงเลยยังไม่เคยโดนมั้งคะ
neg,ความโฮ กลิ่นขี้มูก มูกพ่อง!! ... แอ๊ปเปิ้ลมิ้นท์อีสัส #เล่นเองจบเองเป็นคนขี้เหงา
neg,คือกูนี่เป็นอะไรกับผ้าอนามัยโซฟีวะเนี่ย เเพ้มันทุกรอบเลยอิเหี้ย!ถ้าไม่ติดว่ายี่ห้ออื่นมันหมดนะมึง! แม่งง
neg,คุณด่านักการเมืองว่าแดกภาษี ในขณะที่คุณปิดหูปิดตากับการบริหารจัดการสำนักงานทรัพย์สิน/โครงการในพระราชดำริ
neg,จริงๆ ที่บ้านมีหงษ์ทองพอดีเลยนะ แต่เข็ดหลาบกับหงษ์ทองมาก ความเหม็นของนางยังอยู่ในความทรงจำเช้าวันขำเหล้า
neg,ดาราไทยโปรโมทสินค้า เป็นพรีเซนเตอร์จนดูน่ารำคาญไปเลย เอาจริง เราดูป๊อกกี้ ตอนโปรโมทDr.jill นี่กรอตลอด 😖
neg,ตื่นเต้วตื่นเต้น มาคนเดียวเปลี่ยวใจ กินลีโอย้อมใจ โอ้ว่าโอว่าอกเอยโอ้พระรามแพ้รัก ~ อุ๋งๆ หัวใจเต้นติ๊กๆ
neg,ถูกศูนย์ Honda กำแพงแสน จ.นครปฐม ย้อมแมวรถไม่ตรงรุ่นและไม่ยอมรับผิดชอบให้ฟ้องศาลเองใครซ
neg,ที่เปิดให้จองไว้ป่านนี้ยังไม่ได้ และยังเก็บค่าส่งด้วย แล้วทำไมซื้อที่ยังร้านมีส่วนลดอีก หมายความว่าไงค่ะ
neg,พลาดแรงมาก ใช้ค่ายเดิมมา10กว่าปี อุตส่าย้ายค่ายมาเน็ตห่วยแตกกว่าค่ายเดิมอีก เลิกใช้แน่นอนรอบหมดรอบบิลนี้
neg,แพง โฮกาเด้นแพงกว่าร้านอื่น 50บาท ถือว่าแพงมว๊ากกกกกกกกกก สำหรับเค้า 55555
neg,รถดี แต่ก็ต้องดูแลมันดีๆด้วยครับ เคยใช้บีที50โปร มันดีมาก แต่เทอร์โบ ค่อนข้างเปราะ เมื่อเทียบกับจ้าวตลาด
neg,รถสตาร์ทไม่ติดซะแล้ว แง้ อะไหล่มาสด้าก็แพงด้วย ขอให้เป็นที่แบต เพราะถ้าเป็นที่อย่างอื่นก็ขอลาตรงนี้ ....
neg,ลิปอินนิสฟรีออยทิ้นที่บอกว่าไม่ติดหลอดคือไม่ติดจิง ไม่ติดปากด้วย หนึบๆต้องทิ้งไว้นานๆจนลืมว่าทา นังตัวดี
neg,แล้วผ้าอนามัยแบบเย็นที่นี้เสือกเย็นเว่อร์ ยิ่งกว่าโซฟีคูลลิ่งเฟรชอีก โง่ไงอ่านไม่ออก เสือกหยิบมา 5555555
neg,"อ่านข่าวแล้วเหมือนบาร์บีคิว พลาซ่าอยากจะบอกว่า""สบายใจได้ ไม่ใช่พยาธิ แค่ฝีในเนื้อวัวที่มีหนองขาวขุ่นเอง"""
neg,ผมก็เป็นครับ เริ่มจะเบื่อกับรถที่มีชายล่างเป็นพลาสติกสีด้านแบบนี้ เดี๋ยวปั๊ดจับทำสีให้หมด55555
neg,การเมืองไม่ใช่หน้าที่ของทหาร หน้าที่พวกมึงนู่นไปช่วยชาวบ้านจากปาบึกนู่น มึงไปสิอี่ตู่ ไป๊ #เลื่อนแม่มึงสิ
neg,"กำลังชวนคนที่บ้าน ""เฮ้ย! พรุ่งนี้ไปตำกัน"" จนไปอ่านเจอ ""สาขาบิ๊กซีลำพูน ไม่-ร่วม-ราย-การ"" เซ็งสิฮะรอไร! 😈"
neg,กินได้หมดแค่ขอพวกรสชาติธรรมชาติปกติพอ พวกโฮกาเด้น สเตลล่า หวานๆ ที่คนไทยเห่อๆกันหลายปีมานี้ผมนี่ไม่เอาเลย
neg,กูช็อกกก ตะลึง ตะลึง ตะลึงตึงๆๆๆๆ ลิปไม่เท่าแต่ผ้าอนามัย คือ เมิง โลกเปลี่ยนไปจริงๆ อิเหี้ย 5555555555555
neg,แกเห็นดราม่าพยาธิบาบีก้อนยังงงง แล้วแกเพิ่งไปกินมา แถมยังจะพาเราไปกินอีก ฮือ แต่มันอร่อยนะโดยเฉพาะน้ำจิ้ม
neg,คือไร ปจด.มาช้าไป2อาทิตย์❗️พอกินยาคุมปรับฮอร์โมน ปจด.มา แต่มา5วันยังไม่หยุด ‼️#เบื่อ #รำ #อยากใช้หอยล้าวว
neg,เคยใช้แค่ esteeนะคะ ไม่มีน้ำหอมค่ะ แอลเราไม่แน่ใจ กลิ่นมันแบบหืนๆแปลกๆเราใช้ครั้งเดียวเพราะไม่ชอบกลิ่นค่ะ
neg,เดอะเฟสช็อปนี่ใช้คุชชั่น เสียดายที่กัซไม่ได้โฆษณาเลย แต่จะให้มาถือคุชชั่นทำท่าโบ๊ะหน้าก็นะ.........😅😅😅
neg,ตอนแรกอยากได้ jazz ไปๆมาๆ แม่บอก พ่อขับไม่มรถมันเล็ก เอาคันที่ขับได้ทั้งครอบครัว จบที่ civic จ้า งงๆไปอีก
neg,ตะเกียบแบบใหม่สวยจริงแต่คีบยากมาก ลื่นปื๊ดลื่นปื๊ด ตลอด ยิ่งคีบเส้นอุด้งด้วยนะอยากจะเฟี้ยงตะเกียบทิ้ง😭😭
neg,แต่อาจจะเป็นเพราะวันนี้ไม่ค่อยกัดปากด้วยส่วนนึง แต่ก็เพราะมันไม่ได้แห้งกร้านแถมหนืดๆเหนียวๆแบบ nyx อะ ฮือ
neg,ทุกวันนี้ลุงป้อมแกยังกินได้นอนหลับอยู่ดีหรือเปล่า แล้วตั๊น เบียร์สิงห์ ไม่มาดูแล your dearest uncle หรือ?
neg,นี่แพ้โฟมล้างหน้าของพอนด์ส ครีมทาหน้าด้วยแบบใช้ปุ๊บรู้ว่าแพ้เลยปั๊บ เลยไม่กล้าใช้สิ่งอื่นๆของยี่ห้อนี่เลย
neg,บริษัทที่ส่งน้ำให้ #showdc เอาน้ำมาให้ สำหรับแฟนคลับน้องสิงโต ขอบคุณสำหรับน้ำใจนะคะ ที่นั่นน้ำแพง.555
neg,เป็นคนที่ชอบกินปิ้งย่างมากนะ แต่ไม่ค่อย เข้า Bar B Q plaza เลย ตัดคะแนนความอร่อยของน้ำจิ้ม กลิ่นถั่วโชยมา
neg,เป็นเมดที่สิงคโปร์เงินไม่ดีเท่าไหร่หรอกค่ะ แค่เมดที่บ้านใช้ sk-ii ครบเซทแค่นั้นเอง 5555555555555555555555
neg,แป้งชาแนลไม่ค่อยคุมมันเลยอ่าาแต่ทาแล้วหน้าผาองเป็นยองใย555555555 ทาแล้วสวยแต่ไม่ค่อยคุมมัน
neg,ผมชอบการตอบแบบนี้ครับมากครับ ไม่ได้บอกว่าตร.ไม่มีสิทธิ์จับ จับได้ แต่ความผิดนั้นทุกอย่างไปว่ากันในชั้นศาล
neg,ฝี ก็ต้องถูกกำจัดในไลน์แปรรูปเนื้อ ก่อนถึงมือผู้บริโภคนะคะ ถ้ายังพบก็คือเนื้อไม่ผ่านมาตรฐานอาหารอยู่ดีค่ะ
neg,ไม่เอาแล้วโซจู แล้วตบท้ายด้วย smirnoff คำแรกที่ออกจากปากหลังถูกปลุกให้ตื่น คือ fuck คือฟัคจริงๆ จะอ้วกมาก
neg,รถ Eco car ราคาตัวท็อปแพงกว่า วีออส ซิตี้ ตัวล่าง AT ล่ะ ตั้งราคาแบบนี้ รอดูกันต่อไปว่าบอดขายจะเป็นเช่นไร
neg,รถโตโยต้า altis สตาทติดยาก รถไม่ค่อยวิ่ง อุ่นเครื่องความร้อนขึ้น อยากทราบสาเหตุต้องแก้ตรงไหน...#ไม่มีแท็ก
neg,ลมเย็นๆอากาศหนาวๆ เคล้าไปกับเสียงเพลงเพราะๆ บอกเลยว่าฟิน
neg,แล้วก็รุ่นนี้ดีมาก ดีกว่า mac ตรงที่ พกง่าย แพคเกจสวย เนื้อ creamy กว่า mac นิดนึง (ยังเหลวอยู่)
neg,สเมอร์นอฟกระป๋องเดียวทำกุปวดหัวไม่หยุดอิเวฬเอ้ยยยยยยย นอนน้อยหรือว่าไรวะ นอนก็นอนไม่ได้ปวดหัว ฮือออออออออ
neg,สาขาเมกกะบางนา ออกคิวช้ำกันมาก่อนแต่ออกบัตรคิวเบอร์เดียวกัน ทำให้เสียเวลาไปรออีกครับ ปรับปรุงจุดนี้นะครับ
neg,สำหรับงานวันนี้ 5555555555555555 ดื่มหรืออาบครับโทษที ขัดใจที่ตรงออฟฟิศนี่ดื่มสิงห์
neg,สำหรับประเทศไทยเปิดตัวรุ่นซุปเปอร์คลับ ย้อนยุคแล้ว..??? แผนการทำตลาดรถฮอนด้าตามหลังค่ายอื่นเยอะมากช่วงนี้
neg,"แสงโสม"" ทำให้คนกลายเป็นผี แสงสี"" ทำให้ผีกลายเป็นคน #แคปชั่นเด็ดแคปให้ด้วย #เสี่ยวสัสกากมะพร้าวราวตากผ้า"
neg,ห้างโล่งแบบว่าเข้าห้องน้ำแล้วจะฉี่ดังแค่ไหนก็ได้อ่ะคือไม่มีคนเลย 5555555555555
neg,หายข้องใจ!! ซื้อฮอนด้าซีวิค มาทำแท็กซี่ แต่เจอดราม่า กูรูรถเฉลยชัด..? ค่ายรถมีสิทธิ์ซื้อคืนได้ จริงหรือ!?
neg,เห็นแก่เงิน ขาดความรับผิดชอบต่อสังคม อ้างแต่ต้องการเงิน เลี้ยงลูกเลี้ยงแม่ dr.jill ก็คงถูกจ้างมาเหมือนกัน
neg,อันนี้เคลมว่าไม่มีแอลน่ะค่ะ จริงๆแบรนด์ไทยนะ ถ้าจำไม่ผิด 5555555
neg,อ่านเงื่อนไขshow cd อีกรอบ มึนๆๆงงๆๆ แต่ก่เดินออกจากบ้าน กำลังไป show dcล่ะ ว่าแต่ให้ตรูช็อปไรเนี่ย!!!!!!
neg,เอาจริงๆ เมื่อก่อนมีเป็นหมึกกระดองยัดไส้นะครับ อร่อยมาก เดี๋ยวนี้ไม่เห็นมีแล้ว เปลี่ยนเป็นหมึกตัวยาวๆซะละ
neg,เอาจิงๆเราว่าไม่แพงนะ เราไปกิน MK 15 คนหมดเป็นหมื่น ถ้าอยากได้ถูกๆก็ซื้อมาทำเองคะ ความเห็นส่วนตัวงดดราม่า
neu,เอาใจคอเบียร์ สำหรับสาวๆสาวก Hoegaarden 🍷🍸 มั่วแต่มองไม่ลองหน่อยหรอจ๊ะ 😍
neg,ไอ้พวกผลประโยชณ์มันเยอะประเทศเราแล้วแม่งก็ไม่ค่อยจะยอมรับความเปลี่ยนแปลงอะไรที่คนอื่นประเทศอื่นเค้ายอมรับ
neg,Official ปกติใช้บาบาล่าเบอ1 อมชมพู ดูสวยเนียนนนเข้าหน้ามากกกก แต่พอมาใช้เจ้านางเบอ2 คือมันเหลืองมากกกกกค่ะ
neg,Shisedo แบบที่ขายทั่วไปจะไม่แพงมากอ่ะ ถ้าเคาว์เตอร์ก็จะแพงนอกนั้นไม่แน่ใจมี่เคยได้ยินคือ ipsa
neg,"show dc ช็อป 5,000 บาทแลกบัตรได้ 2 ใบ ประเด็นคือมา 4 วงแต่ละวงจะได้กี่เพลง? ถ้าได้แค่ 3-4 เพลงนี่ไม่คุ้มนะ"
neg,กานิเย่แพ้ยันมือ เคยเอาโฟมของแม่มาลองใช้ มือลอกไปด้วย แรงเกิน แล้วตอนล้างนี่ใช้ perfect weep นี่ก็ได้ใช้มะ
neg,กินยานอนหลับไปแผงนึง กับสเมอนอฟ ก็ยังหลับไม่ทันใจเท่าที่พ่อแม่อยากได้สักที กุเป็นimsomniaนะ ไม่ได้เป็นหวัด
neg,กูเบื่อเอ็มเคคือตอนนี้เหมือนบ้านหลังที่สองจริงๆเมื่อวานก็ไปพน.ยังจะไปอีกหรอ ?!?!? พ่อคะะะขอที่อื่นบ้างงงงง
neg,ขอถามคะ ในรูปเป็นแก้วอีกแบ ตอนสั่งใส่แก้วพลาสติก นั่งกินยุในร้าน ทำไมได้แก้วพลาสติกอะคะ
